iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,Vaccination,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
BGD,Asia,Bangladesh,08-09-20,329251,1892,4552,36,1923.348,11.052,0,26.591,0.21,1660533,14973,9.805,0.088,0.147,,,,,,,,,
BGD,Asia,Bangladesh,09-09-20,331078,1827,4593,41,1934.021,10.673,0,26.83,0.24,1675288,14755,9.892,0.087,0.1399,,,,,,,,,
BGD,Asia,Bangladesh,10-09-20,332970,1892,4634,41,1945.073,11.052,0,27.07,0.24,1690847,15559,9.984,0.092,0.1356,,,,,,,,,
BGD,Asia,Bangladesh,11-09-20,334762,1792,4668,34,1955.541,10.468,0,27.269,0.199,1705594,14747,10.071,0.087,0.1319,,,,,,,,,
BGD,Asia,Bangladesh,12-09-20,336044,1282,4702,34,1963.03,7.489,0,27.467,0.199,1716317,10723,10.134,0.063,0.128,,,,,,,,,
BGD,Asia,Bangladesh,13-09-20,337520,1476,4733,31,1971.652,8.622,0,27.648,0.181,1729316,12999,10.211,0.077,0.1247,,,,,,,,,
BGD,Asia,Bangladesh,14-09-20,339332,1812,4759,26,1982.237,10.585,0,27.8,0.152,1743532,14216,10.295,0.084,0.1222,,,,,,,,,
BGD,Asia,Bangladesh,15-09-20,341056,1724,4802,43,1992.308,10.071,0,28.051,0.251,1757582,14050,10.378,0.083,0.1216,,,,,,,,,
BGD,Asia,Bangladesh,16-09-20,342671,1615,4823,21,2001.742,9.434,0,28.174,0.123,1770942,13360,10.457,0.079,0.1212,,,,,,,,,
BGD,Asia,Bangladesh,17-09-20,344264,1593,4859,36,2011.048,9.306,0,28.384,0.21,1784615,13673,10.538,0.081,0.1205,,,,,,,,,
BGD,Asia,Bangladesh,18-09-20,345805,1541,4881,22,2020.05,9.002,0,28.513,0.129,1797345,12730,10.613,0.075,0.1204,,,,,,,,,
BGD,Asia,Bangladesh,19-09-20,347372,1567,4913,32,2029.204,9.154,0,28.7,0.187,1810515,13170,10.691,0.078,0.1203,,,,,,,,,
BGD,Asia,Bangladesh,20-09-20,348918,1546,4939,26,2038.235,9.031,0,28.852,0.152,1822106,11591,10.759,0.068,0.1228,,,,,,,,,
BGD,Asia,Bangladesh,21-09-20,350621,1703,4979,40,2048.183,9.948,0,29.085,0.234,1835159,13053,10.836,0.077,0.1232,,,,,,,,,
BGD,Asia,Bangladesh,22-09-20,352178,1557,5007,28,2057.278,9.095,0,29.249,0.164,1849323,14164,10.92,0.084,0.1212,,,,,,,,,
BGD,Asia,Bangladesh,23-09-20,353844,1666,5044,37,2067.01,9.732,0,29.465,0.216,1863473,14150,11.003,0.084,0.1207,,,,,,,,,
BGD,Asia,Bangladesh,24-09-20,355384,1540,5072,28,2076.006,8.996,0,29.629,0.164,1876373,12900,11.079,0.076,0.1212,,,,,,,,,
BGD,Asia,Bangladesh,25-09-20,356767,1383,5093,21,2084.085,8.079,0,29.751,0.123,1888846,12473,11.153,0.074,0.1198,,,,,,,,,
BGD,Asia,Bangladesh,26-09-20,357873,1106,5129,36,2090.546,6.461,0,29.961,0.21,1899611,10765,11.217,0.064,0.1179,,,,,,,,,
BGD,Asia,Bangladesh,27-09-20,359148,1275,5161,32,2097.994,7.448,0,30.148,0.187,1910296,10685,11.28,0.063,0.116,,,,,,,,,
BGD,Asia,Bangladesh,28-09-20,360555,1407,5193,32,2106.213,8.219,0,30.335,0.187,1922218,11922,11.35,0.07,0.1141,,,,,,,,,
BGD,Asia,Bangladesh,29-09-20,362043,1488,5219,26,2114.906,8.692,0,30.487,0.152,1935087,12869,11.426,0.076,0.115,,,,,,,,,
BGD,Asia,Bangladesh,30-09-20,363479,1436,5251,32,2123.294,8.389,0,30.674,0.187,1948491,13404,11.505,0.079,0.1133,,,,,,,,,
BGD,Asia,Bangladesh,01-10-20,364987,1508,5272,21,2132.103,8.809,0,30.797,0.123,1959911,11420,11.573,0.067,0.115,,,,,,,,,
BGD,Asia,Bangladesh,02-10-20,366383,1396,5305,33,2140.258,8.155,0,30.99,0.193,1971087,11176,11.639,0.066,0.1169,,,,,,,,,
BGD,Asia,Bangladesh,03-10-20,367565,1182,5325,20,2147.163,6.905,0,31.106,0.117,1980641,9554,11.695,0.056,0.1196,,,,,,,,,
BGD,Asia,Bangladesh,04-10-20,368690,1125,5348,23,2153.735,6.572,0,31.241,0.134,1990500,9859,11.753,0.058,0.119,,,,,,,,,
BGD,Asia,Bangladesh,05-10-20,370132,1442,5375,27,2162.158,8.424,0,31.399,0.158,2002267,11767,11.823,0.069,0.1196,,,,,,,,,
BGD,Asia,Bangladesh,06-10-20,371631,1499,5405,30,2170.915,8.757,0,31.574,0.175,2014612,12345,11.896,0.073,0.1206,,,,,,,,,
BGD,Asia,Bangladesh,07-10-20,373151,1520,5440,35,2179.794,8.879,0,31.778,0.204,2027644,13032,11.973,0.077,0.1222,,,,,,,,,
BGD,Asia,Bangladesh,08-10-20,374592,1441,5460,20,2188.212,8.418,0,31.895,0.117,2040249,12605,12.047,0.074,0.1196,,,,,,,,,
BGD,Asia,Bangladesh,09-10-20,375870,1278,5477,17,2195.677,7.466,0,31.994,0.099,2051505,11256,12.114,0.066,0.118,,,,,,,,,
BGD,Asia,Bangladesh,10-10-20,377073,1203,5500,23,2202.705,7.027,0,32.129,0.134,2062364,10859,12.178,0.064,0.1163,,,,,,,,,
BGD,Asia,Bangladesh,11-10-20,378266,1193,5524,24,2209.674,6.969,0,32.269,0.14,2071831,9467,12.234,0.056,0.1177,,,,,,,,,
BGD,Asia,Bangladesh,12-10-20,379738,1472,5555,31,2218.272,8.599,0,32.45,0.181,2085058,13227,12.312,0.078,0.116,,,,,,,,,
BGD,Asia,Bangladesh,13-10-20,381275,1537,5577,22,2227.251,8.979,0,32.579,0.129,2098873,13815,12.393,0.082,0.1145,,,,,,,,,
BGD,Asia,Bangladesh,14-10-20,382959,1684,5593,16,2237.088,9.837,0,32.672,0.093,2113284,14411,12.478,0.085,0.1145,,,,,,,,,
BGD,Asia,Bangladesh,15-10-20,384559,1600,5608,15,2246.435,9.347,0,32.76,0.088,2127388,14104,12.562,0.083,0.1144,,,,,,,,,
BGD,Asia,Bangladesh,16-10-20,386086,1527,5623,15,2255.355,8.92,0,32.847,0.088,2140965,13577,12.642,0.08,0.1142,,,,,,,,,
BGD,Asia,Bangladesh,17-10-20,387295,1209,5646,23,2262.417,7.062,0,32.982,0.134,2152538,11573,12.71,0.068,0.1134,,,,,,,,,
BGD,Asia,Bangladesh,18-10-20,388569,1274,5660,14,2269.859,7.442,0,33.063,0.082,2164404,11866,12.78,0.07,0.1113,,,,,,,,,
BGD,Asia,Bangladesh,19-10-20,390206,1637,5681,21,2279.422,9.563,0,33.186,0.123,2179550,15146,12.87,0.089,0.1108,,,,,,,,,
BGD,Asia,Bangladesh,20-10-20,391586,1380,5699,18,2287.484,8.061,0,33.291,0.105,2193161,13611,12.95,0.08,0.1094,,,,,,,,,
BGD,Asia,Bangladesh,21-10-20,393131,1545,5723,24,2296.509,9.025,0,33.431,0.14,2207247,14086,13.033,0.083,0.1083,,,,,,,,,
BGD,Asia,Bangladesh,22-10-20,394827,1696,5747,24,2306.416,9.907,0,33.572,0.14,2222205,14958,13.121,0.088,0.1083,,,,,,,,,
BGD,Asia,Bangladesh,23-10-20,396413,1586,5761,14,2315.681,9.265,0,33.653,0.082,2236324,14119,13.205,0.083,0.1083,,,,,,,,,
BGD,Asia,Bangladesh,24-10-20,397507,1094,5780,19,2322.072,6.391,0,33.764,0.111,2247322,10998,13.27,0.065,0.1077,,,,,,,,,
BGD,Asia,Bangladesh,25-10-20,398815,1308,5803,23,2329.712,7.641,0,33.899,0.134,2258425,11103,13.335,0.066,0.109,,,,,,,,,
BGD,Asia,Bangladesh,26-10-20,400251,1436,5818,15,2338.101,8.389,0,33.986,0.088,2272183,13758,13.417,0.081,0.1084,,,,,,,,,
BGD,Asia,Bangladesh,27-10-20,401586,1335,5838,20,2345.899,7.799,0,34.103,0.117,2284800,12617,13.491,0.074,0.1091,,,,,,,,,
BGD,Asia,Bangladesh,28-10-20,403079,1493,5861,23,2354.621,8.721,0,34.238,0.134,2297157,12357,13.564,0.073,0.1106,,,,,,,,,
BGD,Asia,Bangladesh,29-10-20,404760,1681,5886,25,2364.441,9.82,0,34.384,0.146,2311425,14268,13.648,0.084,0.1113,,,,,,,,,
BGD,Asia,Bangladesh,30-10-20,406364,1604,5905,19,2373.811,9.37,0,34.495,0.111,2325566,14141,13.732,0.083,0.1115,,,,,,,,,
BGD,Asia,Bangladesh,31-10-20,407684,1320,5923,18,2381.521,7.711,0,34.6,0.105,2337098,11532,13.8,0.068,0.1134,,,,,,,,,
BGD,Asia,Bangladesh,01-11-20,409252,1568,5941,18,2390.681,9.16,0,34.705,0.105,2349647,12549,13.874,0.074,0.1144,,,,,,,,,
BGD,Asia,Bangladesh,02-11-20,410988,1736,5966,25,2400.822,10.141,0,34.851,0.146,2362538,12891,13.95,0.076,0.1188,,,,,,,,,
BGD,Asia,Bangladesh,03-11-20,412647,1659,5983,17,2410.513,9.691,0,34.95,0.099,2376599,14061,14.033,0.083,0.1205,,,,,,,,,
BGD,Asia,Bangladesh,04-11-20,414164,1517,6004,21,2419.375,8.862,0,35.073,0.123,2390513,13914,14.115,0.082,0.1187,,,,,,,,,
BGD,Asia,Bangladesh,05-11-20,416006,1842,6021,17,2430.135,10.76,0,35.172,0.099,2405738,15225,14.205,0.09,0.1192,,,,,,,,,
BGD,Asia,Bangladesh,06-11-20,417475,1469,6036,15,2438.716,8.581,0,35.26,0.088,2419259,13521,14.285,0.08,0.1186,,,,,,,,,
BGD,Asia,Bangladesh,07-11-20,418764,1289,6049,13,2446.246,7.53,0,35.336,0.076,2430678,11419,14.352,0.067,0.1184,,,,,,,,,
BGD,Asia,Bangladesh,08-11-20,420238,1474,6067,18,2454.857,8.61,0,35.441,0.105,2443438,12760,14.428,0.075,0.1171,,,,,,,,,
BGD,Asia,Bangladesh,09-11-20,421921,1683,6092,25,2464.688,9.831,0,35.587,0.146,2457480,14042,14.511,0.083,0.1152,,,,,,,,,
BGD,Asia,Bangladesh,10-11-20,423620,1699,6108,16,2474.613,9.925,0,35.68,0.093,2471000,13520,14.591,0.08,0.1162,,,,,,,,,
BGD,Asia,Bangladesh,11-11-20,425353,1733,6127,19,2484.736,10.123,0,35.791,0.111,2485524,14524,14.676,0.086,0.1178,,,,,,,,,
BGD,Asia,Bangladesh,12-11-20,427198,1845,6140,13,2495.514,10.778,0,35.867,0.076,2502636,17112,14.777,0.101,0.1155,,,,,,,,,
BGD,Asia,Bangladesh,13-11-20,428965,1767,6159,19,2505.836,10.322,0,35.978,0.111,2516175,13539,14.857,0.08,0.1186,,,,,,,,,
BGD,Asia,Bangladesh,14-11-20,430496,1531,6173,14,2514.78,8.943,0,36.06,0.082,2527970,11795,14.927,0.07,0.1206,,,,,,,,,
BGD,Asia,Bangladesh,15-11-20,432333,1837,6194,21,2525.511,10.731,0,36.183,0.123,2542030,14060,15.01,0.083,0.1227,,,,,,,,,
BGD,Asia,Bangladesh,16-11-20,434472,2139,6215,21,2538.006,12.495,0,36.305,0.123,2557798,15768,15.103,0.093,0.1251,,,,,,,,,
BGD,Asia,Bangladesh,17-11-20,436684,2212,6254,39,2550.927,12.922,0,36.533,0.228,2573788,15990,15.197,0.094,0.1271,,,,,,,,,
BGD,Asia,Bangladesh,18-11-20,438795,2111,6275,21,2563.259,12.332,0,36.656,0.123,2590257,16469,15.295,0.097,0.1283,,,,,,,,,
BGD,Asia,Bangladesh,19-11-20,441159,2364,6305,30,2577.069,13.81,0,36.831,0.175,2607788,17531,15.398,0.104,0.1328,,,,,,,,,
BGD,Asia,Bangladesh,20-11-20,443434,2275,6322,17,2590.358,13.29,0,36.931,0.099,2623395,15607,15.49,0.092,0.1349,,,,,,,,,
BGD,Asia,Bangladesh,21-11-20,445281,1847,6350,28,2601.148,10.789,0,37.094,0.164,2636038,12643,15.565,0.075,0.1368,,,,,,,,,
BGD,Asia,Bangladesh,22-11-20,447341,2060,6388,38,2613.181,12.034,0,37.316,0.222,2649908,13870,15.647,0.082,0.1391,,,,,,,,,
BGD,Asia,Bangladesh,23-11-20,449760,2419,6416,28,2627.312,14.131,0,37.48,0.164,2665967,16059,15.742,0.095,0.1413,,,,,,,,,
BGD,Asia,Bangladesh,24-11-20,451990,2230,6448,32,2640.339,13.027,0,37.667,0.187,2680985,15018,15.83,0.089,0.1428,,,,,,,,,
BGD,Asia,Bangladesh,25-11-20,454146,2156,6487,39,2652.933,12.594,0,37.894,0.228,2696986,16001,15.925,0.094,0.1438,,,,,,,,,
BGD,Asia,Bangladesh,26-11-20,456438,2292,6524,37,2666.322,13.389,0,38.111,0.216,2714038,17052,16.026,0.101,0.1438,,,,,,,,,
BGD,Asia,Bangladesh,27-11-20,458711,2273,6544,20,2679.6,13.278,0,38.227,0.117,2730416,16378,16.122,0.097,0.1427,,,,,,,,,
BGD,Asia,Bangladesh,28-11-20,460619,1908,6580,36,2690.746,11.146,0,38.438,0.21,2744428,14012,16.205,0.083,0.1415,,,,,,,,,
BGD,Asia,Bangladesh,29-11-20,462407,1788,6609,29,2701.191,10.445,0,38.607,0.169,2758165,13737,16.286,0.081,0.1392,,,,,,,,,
BGD,Asia,Bangladesh,30-11-20,464932,2525,6644,35,2715.941,14.75,0,38.812,0.204,2773537,15372,16.377,0.091,0.141,,,,,,,,,
BGD,Asia,Bangladesh,01-12-20,467225,2293,6675,31,2729.335,13.395,0,38.993,0.181,2789038,15501,16.468,0.092,0.141,,,,,,,,,
BGD,Asia,Bangladesh,02-12-20,469423,2198,6713,38,2742.175,12.84,0,39.215,0.222,2805010,15972,16.563,0.094,0.1414,,,,,,,,,
BGD,Asia,Bangladesh,03-12-20,471739,2316,6748,35,2755.704,13.529,0,39.419,0.204,2821817,16807,16.662,0.099,0.142,,,,,,,,,
BGD,Asia,Bangladesh,04-12-20,473991,2252,6772,24,2768.859,13.155,0,39.559,0.14,2837247,15430,16.753,0.091,0.143,,,,,,,,,
BGD,Asia,Bangladesh,05-12-20,475789,1798,6807,35,2779.363,10.503,0,39.764,0.204,2850787,13540,16.833,0.08,0.1426,,,,,,,,,
BGD,Asia,Bangladesh,06-12-20,477545,1756,6838,31,2789.62,10.258,0,39.945,0.181,2864005,13218,16.911,0.078,0.143,,,,,,,,,
BGD,Asia,Bangladesh,07-12-20,479743,2198,6874,36,2802.46,12.84,0,40.155,0.21,2878374,14369,16.996,0.085,0.1413,,,,,,,,,
BGD,Asia,Bangladesh,08-12-20,481945,2202,6906,32,2815.323,12.863,0,40.342,0.187,2895458,17084,17.097,0.101,0.1383,,,,,,,,,
BGD,Asia,Bangladesh,09-12-20,484104,2159,6930,24,2827.935,12.612,0,40.482,0.14,2912500,17042,17.197,0.101,0.1366,,,,,,,,,
BGD,Asia,Bangladesh,10-12-20,485965,1861,6967,37,2838.807,10.871,0,40.698,0.216,2928765,16265,17.294,0.096,0.133,,,,,,,,,
BGD,Asia,Bangladesh,11-12-20,487849,1884,6986,19,2849.812,11.006,0,40.809,0.111,2945088,16323,17.39,0.096,0.1285,,,,,,,,,
BGD,Asia,Bangladesh,12-12-20,489178,1329,7020,34,2857.576,7.763,0,41.008,0.199,2957718,12630,17.464,0.075,0.1252,,,,,,,,,
BGD,Asia,Bangladesh,13-12-20,490533,1355,7052,32,2865.491,7.915,0,41.195,0.187,2970466,12748,17.54,0.075,0.122,,,,,,,,,
BGD,Asia,Bangladesh,14-12-20,492332,1799,7089,37,2876,10.509,0,41.411,0.216,2987294,16828,17.639,0.099,0.1156,,,,,,,,,
BGD,Asia,Bangladesh,15-12-20,494209,1877,7129,40,2886.965,10.965,0,41.645,0.234,3006348,19054,17.752,0.113,0.1106,,,,,,,,,
BGD,Asia,Bangladesh,16-12-20,495841,1632,7156,27,2896.498,9.533,0,41.802,0.158,3023373,17025,17.852,0.101,0.1059,,,,,,,,,
BGD,Asia,Bangladesh,17-12-20,496975,1134,7192,36,2903.123,6.624,0,42.013,0.21,3036564,13191,17.93,0.078,0.1021,,,,,,,,,
BGD,Asia,Bangladesh,18-12-20,498293,1318,7217,25,2910.822,7.699,0,42.159,0.146,3050900,14336,18.015,0.085,0.0987,,,,,,,,,
BGD,Asia,Bangladesh,19-12-20,499560,1267,7242,25,2918.223,7.401,0,42.305,0.146,3063200,12300,18.087,0.073,0.0984,,,,,,,,,
BGD,Asia,Bangladesh,20-12-20,500713,1153,7280,38,2924.958,6.735,0,42.527,0.222,3076516,13316,18.166,0.079,0.096,,,,,,,,,
BGD,Asia,Bangladesh,21-12-20,502183,1470,7312,32,2933.546,8.587,0,42.714,0.187,3092185,15669,18.258,0.093,0.0939,,,,,,,,,
BGD,Asia,Bangladesh,22-12-20,503501,1318,7329,17,2941.245,7.699,0,42.813,0.099,3107330,15145,18.348,0.089,0.092,,,,,,,,,
BGD,Asia,Bangladesh,23-12-20,504868,1367,7359,30,2949.23,7.985,0,42.988,0.175,3123262,15932,18.442,0.094,0.0904,,,,,,,,,
BGD,Asia,Bangladesh,24-12-20,506102,1234,7378,19,2956.439,7.209,0,43.099,0.111,3136489,13227,18.52,0.078,0.0913,,,,,,,,,
BGD,Asia,Bangladesh,25-12-20,507265,1163,7398,20,2963.232,6.794,0,43.216,0.117,3150184,13695,18.601,0.081,0.0904,,,,,,,,,
BGD,Asia,Bangladesh,26-12-20,508099,834,7428,30,2968.104,4.872,0,43.391,0.175,3160096,9912,18.659,0.059,0.0881,,,,,,,,,
BGD,Asia,Bangladesh,27-12-20,509148,1049,7452,24,2974.232,6.128,0,43.532,0.14,3172746,12650,18.734,0.075,0.0877,,,,,,,,,
BGD,Asia,Bangladesh,28-12-20,510080,932,7479,27,2979.677,5.444,0,43.689,0.158,3185363,12617,18.809,0.074,0.0848,,,,,,,,,
BGD,Asia,Bangladesh,29-12-20,511261,1181,7509,30,2986.575,6.899,0,43.864,0.175,3199951,14588,18.895,0.086,0.0838,,,,,,,,,
BGD,Asia,Bangladesh,30-12-20,512496,1235,7531,22,2993.79,7.214,0,43.993,0.129,3215180,15229,18.985,0.09,0.083,,,,,,,,,
BGD,Asia,Bangladesh,31-12-20,513510,1014,7559,28,2999.713,5.923,0,44.157,0.164,3228434,13254,19.063,0.078,0.0806,,,,,,,,,
BGD,Asia,Bangladesh,01-01-21,514500,990,7576,17,3005.496,5.783,0,44.256,0.099,3240537,12103,19.134,0.071,0.0801,,,,,,,,,
BGD,Asia,Bangladesh,02-01-21,515184,684,7599,23,3009.492,3.996,0,44.39,0.134,3250238,9701,19.192,0.057,0.0786,,,,,,,,,
BGD,Asia,Bangladesh,03-01-21,516019,835,7626,27,3014.37,4.878,0,44.548,0.158,3261163,10925,19.256,0.065,0.0777,,,,,,,,,
BGD,Asia,Bangladesh,04-01-21,516929,910,7650,24,3019.686,5.316,0,44.688,0.14,3273259,12096,19.328,0.071,0.0779,,,,,,,,,
BGD,Asia,Bangladesh,05-01-21,517920,991,7670,20,3025.475,5.789,0,44.805,0.117,3287721,14462,19.413,0.085,0.0759,,,,,,,,,
BGD,Asia,Bangladesh,06-01-21,518898,978,7687,17,3031.188,5.713,0,44.904,0.099,3303265,15544,19.505,0.092,0.0727,,,,,,,,,
BGD,Asia,Bangladesh,07-01-21,519905,1007,7718,31,3037.07,5.882,0,45.085,0.181,3318646,15381,19.596,0.091,0.0709,,,,,,,,,
BGD,Asia,Bangladesh,08-01-21,520690,785,7734,16,3041.656,4.586,0,45.179,0.093,3332327,13681,19.676,0.081,0.0674,,,,,,,,,
BGD,Asia,Bangladesh,09-01-21,521382,692,7756,22,3045.698,4.042,0,45.307,0.129,3345235,12908,19.753,0.076,0.0652,,,,,,,,,
BGD,Asia,Bangladesh,10-01-21,522453,1071,7781,25,3051.954,6.256,0,45.453,0.146,3358155,12920,19.829,0.076,0.0663,,,,,,,,,
BGD,Asia,Bangladesh,11-01-21,523302,849,7803,22,3056.914,4.96,0,45.582,0.129,3372252,14097,19.912,0.083,0.0644,,,,,,,,,
BGD,Asia,Bangladesh,12-01-21,524020,718,7819,16,3061.108,4.194,0,45.675,0.093,3386615,14363,19.997,0.085,0.0617,,,,,,,,,
BGD,Asia,Bangladesh,13-01-21,524910,890,7833,14,3066.307,5.199,0,45.757,0.082,3402342,15727,20.09,0.093,0.0607,,,,,,,,,
BGD,Asia,Bangladesh,14-01-21,525723,813,7849,16,3071.056,4.749,0,45.851,0.093,3418950,16608,20.188,0.098,0.058,,,,,,,,,
BGD,Asia,Bangladesh,15-01-21,526485,762,7862,13,3075.508,4.451,0,45.927,0.076,3432628,13678,20.269,0.081,0.0578,,,,,,,,,
BGD,Asia,Bangladesh,16-01-21,527063,578,7883,21,3078.884,3.376,0,46.049,0.123,3444843,12215,20.341,0.072,0.057,,,,,,,,,
BGD,Asia,Bangladesh,17-01-21,527632,569,7906,23,3082.208,3.324,0,46.184,0.134,3458289,13446,20.42,0.079,0.0517,,,,,,,,,
BGD,Asia,Bangladesh,18-01-21,528329,697,7922,16,3086.28,4.072,0,46.277,0.093,3470996,12707,20.495,0.075,0.0509,,,,,,,,,
BGD,Asia,Bangladesh,19-01-21,529031,702,7942,20,3090.38,4.101,0,46.394,0.117,3486093,15097,20.584,0.089,0.0504,,,,,,,,,
BGD,Asia,Bangladesh,20-01-21,529687,656,7950,8,3094.213,3.832,0,46.441,0.047,3501503,15410,20.675,0.091,0.0482,,,,,,,,,
BGD,Asia,Bangladesh,21-01-21,530271,584,7966,16,3097.624,3.411,0,46.534,0.093,3516264,14761,20.763,0.087,0.0467,,,,,,,,,
BGD,Asia,Bangladesh,22-01-21,530890,619,7981,15,3101.24,3.616,0,46.622,0.088,3531110,14846,20.85,0.088,0.0447,,,,,,,,,
BGD,Asia,Bangladesh,23-01-21,531326,436,8003,22,3103.787,2.547,0,46.75,0.129,3542225,11115,20.916,0.066,0.0438,,,,,,,,,
BGD,Asia,Bangladesh,24-01-21,531799,473,8023,20,3106.55,2.763,0,46.867,0.117,3556394,14169,20.999,0.084,0.0425,,,,,,,,,
BGD,Asia,Bangladesh,25-01-21,532401,602,8041,18,3110.067,3.517,0,46.972,0.105,3571223,14829,21.087,0.088,0.0406,,,,,,,,,
BGD,Asia,Bangladesh,26-01-21,532916,515,8055,14,3113.075,3.008,0,47.054,0.082,3585624,14401,21.172,0.085,0.039,0,0,,,,0,0,,
BGD,Asia,Bangladesh,27-01-21,533444,528,8072,17,3116.159,3.084,1,47.153,0.099,3601344,15720,21.265,0.093,0.0376,26,26,,,26,0,0,,
BGD,Asia,Bangladesh,28-01-21,533953,509,8087,15,3119.133,2.973,1,47.241,0.088,3616174,14830,21.352,0.088,0.0369,567,567,,,541,0,0,,
BGD,Asia,Bangladesh,29-01-21,534407,454,8094,7,3121.785,2.652,1,47.282,0.041,3628249,12075,21.424,0.071,0.0362,,,,,,,,,
BGD,Asia,Bangladesh,30-01-21,534770,363,8111,17,3123.905,2.12,1,47.381,0.099,3640333,12084,21.495,0.071,0.0351,,,,,,,,,
BGD,Asia,Bangladesh,31-01-21,535139,369,8127,16,3126.061,2.156,1,47.475,0.093,3652558,12225,21.567,0.072,0.0347,,,,,,,,,
BGD,Asia,Bangladesh,01-02-21,535582,443,8137,10,3128.649,2.588,1,47.533,0.058,3665033,12475,21.641,0.074,0.0339,,,,,,,,,
BGD,Asia,Bangladesh,02-02-21,536107,525,8149,12,3131.715,3.067,1,47.603,0.07,3679485,14452,21.726,0.085,0.034,,,,,,,,,
BGD,Asia,Bangladesh,03-02-21,536545,438,8162,13,3134.274,2.559,1,47.679,0.076,3694470,14985,21.815,0.088,0.0333,,,,,,,,,
BGD,Asia,Bangladesh,04-02-21,537030,485,8175,13,3137.107,2.833,1,47.755,0.076,3709743,15273,21.905,0.09,0.0329,,,,,,,,,
BGD,Asia,Bangladesh,05-02-21,537465,435,8182,7,3139.648,2.541,1,47.796,0.041,3725309,15566,21.997,0.092,0.0315,,,,,,,,,
BGD,Asia,Bangladesh,06-02-21,537770,305,8190,8,3141.43,1.782,1,47.843,0.047,3737444,12135,22.069,0.072,0.0309,,,,,,,,,
BGD,Asia,Bangladesh,07-02-21,538062,292,8205,15,3143.136,1.706,1,47.93,0.088,3749848,12404,22.142,0.073,0.03,31160,31160,,,,0.02,0.02,,
BGD,Asia,Bangladesh,08-02-21,538378,316,8221,16,3144.982,1.846,1,48.024,0.093,3763610,13762,22.223,0.081,0.0284,,,,,,,,,
BGD,Asia,Bangladesh,09-02-21,538765,387,8229,8,3147.242,2.261,1,48.07,0.047,3778078,14468,22.308,0.085,0.027,179318,179318,,,,0.1,0.1,,
BGD,Asia,Bangladesh,10-02-21,539153,388,8239,10,3149.509,2.267,1,48.129,0.058,3793077,14999,22.397,0.089,0.0264,337769,337769,,,158451,0.2,0.2,,
BGD,Asia,Bangladesh,11-02-21,539531,378,8248,9,3151.717,2.208,1,48.181,0.053,3808853,15776,22.49,0.093,0.0252,,,,,,,,,
BGD,Asia,Bangladesh,12-02-21,539975,444,8253,5,3154.311,2.594,1,48.211,0.029,3823181,14328,22.575,0.085,0.0256,,,,,,,,,
BGD,Asia,Bangladesh,13-02-21,540266,291,8266,13,3156.011,1.7,1,48.287,0.076,3836052,12871,22.651,0.076,0.0253,736680,736680,,,,0.43,0.43,,
BGD,Asia,Bangladesh,14-02-21,540592,326,8274,8,3157.915,1.904,1,48.333,0.047,3848952,12900,22.727,0.076,0.0255,906033,906033,,,169353,0.53,0.53,,
BGD,Asia,Bangladesh,15-02-21,541038,446,8285,11,3160.52,2.605,1,48.398,0.064,3863090,14138,22.81,0.083,0.0267,1132711,1132711,,,226678,0.66,0.66,,
BGD,Asia,Bangladesh,16-02-21,541434,396,8298,13,3162.834,2.313,1,48.473,0.076,3877878,14788,22.898,0.087,0.0267,1359613,1359613,,,226902,0.79,0.79,,
BGD,Asia,Bangladesh,17-02-21,541877,443,8314,16,3165.421,2.588,1,48.567,0.093,3894490,16612,22.996,0.098,0.0269,1586368,1586368,,,226755,0.93,0.93,,
BGD,Asia,Bangladesh,18-02-21,542268,391,8329,15,3167.706,2.284,1,48.655,0.088,3909093,14603,23.082,0.086,0.0273,1848313,1848313,,,261945,1.08,1.08,,
BGD,Asia,Bangladesh,19-02-21,542674,406,8337,8,3170.077,2.372,1,48.701,0.047,3923325,14232,23.166,0.084,0.027,,,,,,,,,
BGD,Asia,Bangladesh,20-02-21,543024,350,8342,5,3172.122,2.045,1,48.731,0.029,3934473,11148,23.232,0.066,0.028,2082877,2082877,,,,1.22,1.22,,
BGD,Asia,Bangladesh,21-02-21,543351,327,8349,7,3174.032,1.91,1,48.771,0.041,3948509,14036,23.315,0.083,0.0277,,,,,,,,,
BGD,Asia,Bangladesh,22-02-21,543717,366,8356,7,3176.17,2.138,1,48.812,0.041,3959612,11103,23.38,0.066,0.0278,2308157,2308157,,,,1.35,1.35,,
BGD,Asia,Bangladesh,23-02-21,544116,399,8374,18,3178.501,2.331,1,48.917,0.105,3972360,12748,23.456,0.075,0.0284,2491053,2491053,,,182896,1.46,1.46,,
BGD,Asia,Bangladesh,24-02-21,544544,428,8379,5,3181.001,2.5,1,48.947,0.029,3988512,16152,23.551,0.095,0.0284,2673038,2673038,,,181985,1.56,1.56,,
BGD,Asia,Bangladesh,25-02-21,544954,410,8384,5,3183.396,2.395,1,48.976,0.029,4004072,15560,23.643,0.092,0.0283,2850940,2850940,,,177902,1.67,1.67,,
